codigo;interno;colecao;subcolecao;sigla;referencia;descricao;tipo;grupo;departamento;marca;divisao;categoria;status;grade;fornecedor;cadastro
334070;41195;VERÃO;2027;SS27;334070;334070 - BLUSA OMBRO ASSIMÉTRICO PAETÊ;;TOP;TOP;EGREY;FEMININO;PROPRIA;;34/36/38/40/42/44/46/48;;2026-02-18
319074;12809;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;319074;319074 - BLUSA OMBRO BAFFO;;;;EGREY;;;;PP/P/M/G/GG;;2024-10-24
320032;11267;VERÃO;;;320032OFF;320032 - BLUSA OMBRO CAíDO;;;CAMISA;;;;;34 AO 48;;2024-10-21
321008;11507;VERÃO;;;321008;321008 - BLUSA OMBRO FRANZIDO;;TOP;FEMININO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2024-10-21
318011;10923;VERÃO;;;318011OFF;318011 - BLUSA OMBRO TRICô;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
315100;10038;VERÃO;;;315100VER;315100 - BLUSA ONDAS FENDA MANGA LONGA;;;CAMISA;;;;;34/36/38/40/42/44/46/48;;2024-10-21
315113;10040;VERÃO;;;315113;315113 - BLUSA ONDAS OMBRO SÓ;;;CAMISA;;;;;34/36/38/40/42/44/46/48;;2024-10-21
315143;10539;VERÃO;;;315143MAR;315143 - BLUSA ONDAS PREGA COSTAS;;;CAMISA;;;;;34/36/38/40/42/44/46/48;;2024-10-21
317136;10419;VERÃO;;;317136FER;317136 - BLUSA OTTOMAN;;;CAMISA;;;;;34 AO 48;;2024-10-21
314019;11861;VERÃO;;;314019MAR;314019 - BLUSA OVERSIZE;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
EY0013;381;INVERNO;;;;EY0013 - BLUSA OVO;;TOP;TOP;;FEMININO;;;GRADE P M GG;MINAS LÃ COMÉRCIO DE FIOS LTDA.;2011-01-13
326106;12598;INVERNO;;;326106;326106 - BLUSA PAETÊ;;TOP;FEMININO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2024-10-21
00265;261;INVERNO;;;;00265 - BLUSA PATCHWORK ARGYLE;;TOP;TOP;;MASCULINO;;;GRADE P M GG;;2010-11-19
314151;10555;VERÃO;;;314151OFF;314151 - BLUSA PATRICIA;;;CAMISA;;;;;34 AO 48;;2024-10-21
301056;1529;VERÃO;;;;301056 - BLUSA PAUL;;TOP;TOP;;FEMININO;;;PP/P/M/G/GG;MINAS LÃ COMÉRCIO DE FIOS LTDA.;2012-05-10
00281;293;INVERNO;;;;00281 - BLUSA PEDRO EXCLUIDA;;TOP;TOP;;FEMININO;;;GRADE P M GG;;2010-12-06
334061;41229;VERÃO;2027;SS27;334061;334061 - BLUSA PESPONTO MB;;TOP;REGATA;EGREY;FEMININO;PROPRIA;;34/36/38/40/42/44/46/48;;2026-02-20
301067;1551;VERÃO;;;;301067 - BLUSA PIERRE;;TOP;TOP;;FEMININO;;;PP/P/M/G/GG;SCALINA S.A;2012-05-10
326086;12551;INVERNO;;;326086;326086 - BLUSA POIS;;TOP;FEMININO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2024-10-21
PN00005;607;ALTO INVERNO;2011;AW11;PJE01-130-05;PN00005 - BLUSA POLO RETILÍNEA;;TOP;TOP;PRETORIAN;MASCULINO;;;PP/P/M/G/GG;;2011-05-30
PJE-130-06;609;ALTO INVERNO;2011;AW11;PJE01-130-06;PJE-130-06 - BLUSA POLO TRICOT;;TOP;TOP;PRETORIAN;MASCULINO;;;PP/P/M/G/GG;;2011-05-30
328080;773;VERÃO;2024;SS24;328080;328080 - BLUSA POLO TRICOT;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-15
313042;10973;VERÃO;;;313042MAR;313042 - BLUSA POLO TRICô;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
332021;21762;INVERNO;2026;AW26;332021;332021 - BLUSA PONCHO LEVE TRICOT;;TOP;BLUSA;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2025-09-16
AP0006;21238;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;AP0006;AP0006 - BLUSA PONTO ARROZ (ANTONIA);;;;APARATTO;;;;PP/P/M/G/GG;;2025-02-19
00128;123;INVERNO;2010;AW10;;00128 - BLUSA PONTO CRUZ;;;;;;;;UNICA;;2010-08-17
330006;21287;VERÃO;;;330006;330006 - BLUSA PREGAS OMBRO A OMBRO;;TOP;FEMININO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2025-03-12
318056;11053;VERÃO;;;318056TER;318056 - BLUSA PRESENTE;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
330110;21691;VERÃO;;;330110;330110 - BLUSA PRESENTE 2.0;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2025-08-19
100013;22071;PERENE;;;100013;100013 - BLUSA PRESENTE CLÁSSICA TRICOT;;TOP;BLUSA;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2025-10-21
334169;41542;VERÃO;2027;SS27;334169;334169 - BLUSA PRESENTE TRICOT;;TOP;BLUSA;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2026-05-14
322068;11793;VERÃO;;;322068;322068 - BLUSA QUADRADA LISTRADA;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
321083;11489;VERÃO;;;321083OFF;321083 - BLUSA QUADRADA TRICOT;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
TE000061;983;INVERNO;;;;TE000061 - BLUSA RABBIT;;TOP;TOP;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-10-19
326096;12555;INVERNO;;;326096;326096 - BLUSA RAGLAN POIS;;TOP;FEMININO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2024-10-21
330020;21501;VERÃO;;;330020;330020 - BLUSA REDE C/ PREGA TRICOT;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2025-04-16
00133;133;;2010;;;00133 - BLUSA REDE MANGA LONGA;;;;;;;;GRADE P M GG;;2010-09-13
83934;563;VERÃO;2011;SS11;83934;83934 - BLUSA REDE RICHARDS;;TOP;TOP;RICHARDS;MASCULINO;;;4;;2011-05-04
329018;297;INVERNO;;;329018;329018 - BLUSA REDE TRICOT;;TOP;;EGREY;;;;PP/P/M/G/GG;;2024-10-14
330034;21314;VERÃO;;;330034;330034 - BLUSA REGATA DEGAGÊ;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2025-03-13
332094;22020;INVERNO;2026;AW26;332094;332094 - BLUSA REGATA DEGAGÊ SEDA;;TOP;BLUSA;EGREY;FEMININO;PROPRIA;;34/36/38/40/42/44/46/48;;2025-10-16
328026;12617;VERÃO;;;328026;328026 - BLUSA REGATA LINHO LISTRAS;;TOP;FEMININO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2024-10-21
330038;21318;VERÃO;;;330038;330038 - BLUSA REGATA SEDA;;TOP;FEMININO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2025-03-13
316003;10293;VERÃO;;;316003PRE;316003 - BLUSA REIA;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
00254;239;INVERNO;;;;00254 - BLUSA RELEVO;;TOP;TOP;TECA;FEMININO;;;GRADE P M GG;;2010-11-04
TE000016;661;VERÃO;2011;SS11;TE000016;TE000016 - BLUSA RENDA;;TOP;TOP;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-06-07
EYV018;823;VERÃO;2011;SS11;;EYV018 - BLUSA RENDA;;TOP;TOP;;FEMININO;;;GRADE P M GG;SCALINA S.A;2011-07-25
313136;10979;VERÃO;;;313136LIL;313136 - BLUSA RETA COM RECORTES;;;CAMISA;;;;;34 AO 48;;2024-10-21
312049;10685;VERÃO;;;312049PRE;312049 - BLUSA RETA UM OMBRO SÓ;;;CAMISA;;;;;34 AO 48;;2024-10-21
PN00001;599;ALTO INVERNO;2011;AW11;PJE01-130-01;PN00001 - BLUSA RETILÍNEA;;TOP;TOP;PRETORIAN;MASCULINO;;;PP/P/M/G/GG;;2011-05-30
PN00012;619;ALTO INVERNO;2011;AW11;PJE01-130-12;PN00012 - BLUSA RETILÍNEA I;;TOP;TOP;PRETORIAN;MASCULINO;;;PP/P/M/G/GG;;2011-05-30
PN00022;621;ALTO INVERNO;2011;AW11;PJE01-130-22;PN00022 - BLUSA RETILÍNEA II;;TOP;TOP;PRETORIAN;MASCULINO;;;PP/P/M/G/GG;;2011-05-30
332066;21798;INVERNO;2026;AW26;332066;332066 - BLUSA RO 7/8 TRICOT;;TOP;BLUSA;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2025-09-16
301045;1507;VERÃO;;;;301045 - BLUSA RONET;;TOP;TOP;;FEMININO;;;PP/P/M/G/GG;MINAS LÃ COMÉRCIO DE FIOS LTDA.;2012-05-10
315099;10316;VERÃO;;;315099OFF;315099 - BLUSA SATINE;;;CAMISA;;;;;34 AO 48;;2024-10-21
301030;1477;VERÃO;;;;301030 - BLUSA SCHNEIDER;;TOP;TOP;;FEMININO;;;PP/P/M/G/GG;BONDUKI LINHAS. FIOS E CONF. LTDA.;2012-05-10
301074;1569;VERÃO;;;;301074 - BLUSA SCHNEIDER GOLD;;TOP;TOP;;FEMININO;;;PP/P/M/G/GG;BONDUKI LINHAS. FIOS E CONF. LTDA.;2012-05-11
318058;11051;VERÃO;;;318058OFF;318058 - BLUSA SEDA;;;CAMISA;;;;;34 AO 48;;2024-10-21
319045;11071;VERÃO;;;319045BOR;319045 - BLUSA SEDA;;;CAMISA;;;;;34 AO 48;;2024-10-21
325051;12411;VERÃO;;;325051;325051 - BLUSA SEDA;;TOP;FEMININO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2024-10-21
332058;21792;INVERNO;2026;AW26;332058;332058 - BLUSA SEDA FRANZIDO;;TOP;BLUSA;EGREY;FEMININO;PROPRIA;;34/36/38/40/42/44/46/48;;2025-09-16
335017;41767;INVERNO;2027;AW27;335017;335017 - BLUSA SEDA FRENTE ÚNICA LUREX;;TOP;BLUSA;EGREY;FEMININO;PROPRIA;;34/36/38/40/42/44/46/48;;2026-09-14
335016;41731;INVERNO;2027;AW27;335016;335016 - BLUSA SEDA PREGAS ASSIMÉTRICA;;TOP;BLUSA;EGREY;FEMININO;PROPRIA;;34/36/38/40/42/44/46/48;;2026-09-02
AP0004;21236;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;AP0004;AP0004 - BLUSA SEM MANGA;;;;APARATTO;;;;PP/P/M/G/GG;;2025-02-19
314122;9904;VERÃO;;;314122OFF;314122 - BLUSA SOFIA;;;CAMISA;;;;;34 AO 48;;2024-10-21
301020;1457;VERÃO;;;;301020 - BLUSA SOLEIL;;TOP;TOP;;FEMININO;;;PP/P/M/G/GG;MINAS LÃ COMÉRCIO DE FIOS LTDA.;2012-05-10
301020 B;1785;VERÃO;;;301020 B;301020 B - BLUSA SOLEIL;;;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2012-09-26
301021;1459;VERÃO;;;;301021 - BLUSA SOLEIL LUREX;;TOP;TOP;;FEMININO;;;PP/P/M/G/GG;MINAS LÃ COMÉRCIO DE FIOS LTDA.;2012-05-10
302010;1831;INVERNO;;;302010;302010 - BLUSA SOVIETE;;TOP;TOP;EGREY;FEMININO;;;PP/P/M/G/GG;;2012-10-12
JL040;21202;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;JL040;JL040 - BLUSA SQUARE;;;;JULIANA LENZ;;;;PP/P/M/G/GG;;2025-01-22
301049;1515;VERÃO;;;;301049 - BLUSA ST.TROPEZ;;TOP;TOP;;FEMININO;;;PP/P/M/G/GG;SCALINA S.A;2012-05-10
300077;1321;INVERNO;;;;300077 - BLUSA STEIN BRUMA;;TOP;TOP;;FEMININO;;;PP/P/M/G/GG;PARAMOUNT TEXTEIS IND. E COMÉRCIO S.A.;2012-02-14
300078;1323;INVERNO;;;;300078 - BLUSA TATLIN BRUMA;;TOP;TOP;;FEMININO;;;PP/P/M/G/GG;PARAMOUNT TEXTEIS IND. E COMÉRCIO S.A.;2012-02-14
TE000046;953;INVERNO;;;;TE000046 - BLUSA TAXAS;;TOP;TOP;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-10-17
316004;10295;VERÃO;;;316004PRE;316004 - BLUSA TEIA;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
MADRIH 003;1291;INVERNO;;;MADRIH 003;MADRIH 003 - BLUSA TERESA;;TOP;TOP;MADRIH;FEMININO;;;34 AO 44;;2012-01-30
315097;10609;VERÃO;;;315097PRE;315097 - BLUSA TERESA;;;CAMISA;;;;;34 AO 48;;2024-10-21
315162;10211;VERÃO;;;315162;315162 - BLUSA THEA;;;CAMISA;;;;;34/36/38/40/42/44/46/48;;2024-10-21
RELO TR 0002;1275;INVERNO;;;RELO TR 0002;RELO TR 0002 - BLUSA TR 0002;;TOP;TOP;REINALDO LOURENÇO;FEMININO;;;GRADE P M GG;;2012-01-17
RELO TR 0008;1277;INVERNO;;;RELO TR 0008;RELO TR 0008 - BLUSA TR 0008;;TOP;TOP;REINALDO LOURENÇO;FEMININO;;;GRADE P M GG;;2012-01-17
322041;11771;VERÃO;;;322041;322041 - BLUSA TRANSPARENCIA TRICOT;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
323005;12115;INVERNO;;;323005;323005 - BLUSA TRANSPARÊNCIA CREPE;;TOP;FEMININO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2024-10-21
317143;10355;VERÃO;;;317143PRE;317143 - BLUSA TRANSPASSADA;;;CAMISA;;;;;34 AO 48;;2024-10-21
315124;10187;VERÃO;;;315124MIL;315124 - BLUSA TRANSPASSADA SATINE;;;CAMISA;;;;;34/36/38/40/42/44/46/48;;2024-10-21
319072;11195;VERÃO;;;319072MAR;319072 - BLUSA TRANSPASSE ML;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
EY0008;371;INVERNO;;;;EY0008 - BLUSA TRANÇA GOLA;;TOP;TOP;;FEMININO;;;GRADE P M GG;MINAS LÃ COMÉRCIO DE FIOS LTDA.;2011-01-13
326057ERRADO;652;INVERNO;;;326057;326057ERRADO - BLUSA TRICOLINE ALGODÃO;;TOP;FEMININO;EGREY;FEMININO;;;34 AO 44;;2024-10-15
326057;1172;INVERNO;;;326057;326057 - BLUSA TRICOLINE ALGODÃO;;TOP;FEMININO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2024-10-19
322009;11751;VERÃO;;;322009;322009 - BLUSA TRICOLINE FRANZIDA;;TOP;FEMININO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2024-10-21
335009;41738;INVERNO;2027;AW27;335009;335009 - BLUSA TRICOLINE MANGA MC;;TOP;BLUSA;EGREY;FEMININO;PROPRIA;;34/36/38/40/42/44/46/48;;2026-09-02
314017;9864;VERÃO;;;314017OMP;314017 - BLUSA TRICOLOR PEROLA;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
320104;11383;VERÃO;;;320104PRE;320104 - BLUSA TRICOT;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
323090;12395;INVERNO;;;323090;323090 - BLUSA TRICOT AMPLA TRICOLOR;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
325042;12410;VERÃO;;;325042;325042 - BLUSA TRICOT BATEAU;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
326009;12511;INVERNO;;;326009;326009 - BLUSA TRICOT CANELADA BOTõES;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
325080;12369;VERÃO;;;325080;325080 - BLUSA TRICOT CAVA LONGA;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
T001V26;22094;;;;;T001V26 - BLUSA TRICOT COM RENDA;;;;ALCHEMYA;;;;PP/P/M/G/GG;;2025-10-27
323034;12129;INVERNO;;;323034;323034 - BLUSA TRICOT DECOTE LACE;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
324004;12223;INVERNO;;;324004;324004 - BLUSA TRICOT DECOTE V;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
329109;21223;INVERNO;;;329109;329109 - BLUSA TRICOT DECOTE V;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2025-02-12
324003;12145;INVERNO;;;324003;324003 - BLUSA TRICOT FAIXAS CRUZADAS;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
0006175;1035;INVERNO;;;0006175;0006175 - BLUSA TRICOT GOTA COSTAS;;;FEMININO;RESERVA;FEMININO;;;PP/P/M/G/GG;;2011-10-27
323075;568;INVERNO;;;323075;323075 - BLUSA TRICOT LIGHT;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-15
328130;1008;VERÃO;;;328130;328130 - BLUSA TRICOT LISTRAS MANGA;;TOP;TOP;EGREY;FEMININO;;INDEFINIDO;PP/P/M/G/GG;;2024-10-16
324005;12146;INVERNO;;;324005;324005 - BLUSA TRICOT LUREX;;OUTERWEAR;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
240015;41633;INVERNO;2027;AW27;240015;240015 - BLUSA TRICOT LÃ;;TOP;BLUSA;EGREY;MASCULINO;PROPRIA;;PP/P/M/G/GG;;2026-08-17
328127;12721;VERÃO;;;328127;328127 - BLUSA TRICOT MANGA;;TOP;TOP;EGREY;;;INDEFINIDO;PP/P/M/G/GG;;2024-10-23
329002;268;INVERNO;;;329002;329002 - BLUSA TRICOT MANGA 3/4;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-14
325026;12333;VERÃO;;;325026;325026 - BLUSA TRICOT OMBRO A OMBRO BOTõES;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
323016;12103;INVERNO;;;323016;323016 - BLUSA TRICOT OMBRO CAíDO;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
325083;12345;VERÃO;;;325083;325083 - BLUSA TRICOT REDE;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
326003;12485;INVERNO;;;326003;326003 - BLUSA TRICOT REDE MANGA BUFANTE;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
323013;12047;INVERNO;;;323013;323013 - BLUSA TRICOT RISCA DE GIZ;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
219069;21869;INVERNO;2026;AW26;219069;219069 - BLUSA TRICOT TEXTURA;;TOP;BLUSA;EGREY;MASCULINO;PROPRIA;;PP/P/M/G/GG;;2025-09-19
325064;12303;VERÃO;;;325064;325064 - BLUSA TRICOT TRANSPASSE;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
323058;12097;INVERNO;;;323058;323058 - BLUSA TRICOT ZEBRA;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
300076;1309;INVERNO;;;;300076 - BLUSA TROTSKY SERIDÓ;;TOP;TOP;;FEMININO;;;GRADE P M GG;MINAS LÃ COMÉRCIO DE FIOS LTDA.;2012-02-02
301037;1491;VERÃO;;;;301037 - BLUSA V DELON;;TOP;TOP;;FEMININO;;;PP/P/M/G/GG;BONDUKI LINHAS. FIOS E CONF. LTDA.;2012-05-10
328062;756;VERÃO;2024;SS24;328062;328062 - BLUSA V MANGA CREPE;;INTEIROS;VESTIDO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2024-10-15
329103;21124;INVERNO;;;329103;329103 - BLUSA VANDOME CANELADA;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-12-09
318007;10960;VERÃO;;;318007OFF;318007 - BLUSA VAZADA;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
314062;10619;VERÃO;;;314062;314062 - BLUSA VICK;;;CAMISA;;;;;34/36/38/40/42/44/46/48;;2024-10-21
315021;10247;VERÃO;;;315021OFF;315021 - BLUSA VICKY LISTRAS;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
326111;21185;INVERNO;;;326111;326111 - BLUSA VISTA TRICOLINE;;;;EGREY;;;;34/36/38/40/42/44/46/48;;2025-01-15
LP0003;999;INVERNO;;;LP0003;LP0003 - BLUSA VIVO COURO FRENTE BOTÕES DE PRESSÃO COSTAS;;TOP;TOP;LINHA PURA;FEMININO;;;PP/P/M/G/GG;;2011-10-24
239000;41123;VERÃO;2027;SS27;239000;239000 - BLUSA XADREZ TRICOT;;TOP;BLUSA;EGREY;MASCULINO;PROPRIA;;PP/P/M/G/GG;;2026-01-23
EYV015;761;VERÃO;2011;SS11;;EYV015 - BLUSA Z MASTER;;TOP;TOP;;FEMININO;;;GRADE P M GG;SCALINA S.A;2011-07-13
TE000026;755;VERÃO;2011;SS11;TE000026;TE000026 - BLUSA ZIRI;;TOP;TOP;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-07-11
0008366;1729;INVERNO;;;0008366;0008366 - BLUSAO TRICOT LUREX;;TOP;TOP;EVA;FEMININO;;;GRADE P M GG;;2012-09-05
EY0005;365;INVERNO;;;;EY0005 - BLUSÃO TRANÇA;;TOP;TOP;;FEMININO;;;GRADE P M GG;MINAS LÃ COMÉRCIO DE FIOS LTDA.;2011-01-13
360315002;1071;INVERNO;;;360315002;360315002 - BLUSÃO TRICOT TRANÇA;;;FEMININO;HUIS CLOS;FEMININO;;;PP/P/M/G/GG;;2011-11-18
216042;980;INVERNO;;;216042;216042 - BOAT SHOES;;ACESSÓRIOS;MASCULINO;EGREY;MASCULINO;;;33/34/35/36/37/38/39/40/4;;2024-10-15
330084;21448;VERÃO;;;330084;330084 - BOAT SHOES;;SAPATOS;FEMININO;EGREY;FEMININO;;;33/34/35/36/37/38/39/40/4;;2025-04-14
217057;21524;VERÃO;;;217057;217057 - BOAT SHOES;;SAPATOS;MASCULINO;EGREY;MASCULINO;;;38/39/40/41/42/43/44;;2025-04-23
330084M;21615;VERÃO;;;330084;330084M - BOAT SHOES;;SAPATOS;FEMININO;EGREY;FEMININO;;;UNICA;;2025-05-21
217057M;21618;VERÃO;;;217057;217057M - BOAT SHOES;;SAPATOS;MASCULINO;EGREY;MASCULINO;;;UNICA;;2025-05-21
315017;10043;VERÃO;;;315017ROS;315017 - BODY ARGOLA COSTAS;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
311185;11863;VERÃO;;;311185AZU;311185 - BODY BARCELONA VERÃO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
313019;10563;VERÃO;;;313019OFF;313019 - BODY CAMISA MANGAS LONGAS;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
315013;10255;VERÃO;;;315013AZU;315013 - BODY CANELADO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
314037;9870;VERÃO;;;314037VIN;314037 - BODY CAVA;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
330096;21498;VERÃO;;;330096;330096 - BODY CAVA ABERTA TRICOT;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2025-04-16
329061;312;INVERNO;;;329061;329061 - BODY CAVADO TRICOT;;TOP;BODY;EGREY;FEMININO;;INDEFINIDO;PP/P/M/G/GG;;2024-10-14
332079;21921;INVERNO;2026;AW26;332079;332079 - BODY COM PONCHO LEVE TRICOT;;TOP;BODY;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2025-10-07
315015;10181;VERÃO;;;315015PRE;315015 - BODY COSTAS;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
313003;10603;VERÃO;;;313003MAR;313003 - BODY DE TRICô;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
313048;10717;VERÃO;;;313048PRE;313048 - BODY DE TRICô;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
314164;10561;VERÃO;;;314164PRE;314164 - BODY DE TRICô TRANSPASSADO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
321080;11469;VERÃO;;;321080OFF;321080 - BODY DECOTE COSTAS TRICOT;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
334003;41113;VERÃO;2027;SS27;334003;334003 - BODY DECOTE COSTAS TRICOT;;TOP;BODY;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2026-01-13
322037;11769;VERÃO;;;322037;322037 - BODY DECOTE MAIO;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
334033;41196;VERÃO;2027;SS27;334033;334033 - BODY DECOTE PROFUNDO;;TOP;BODY;EGREY;FEMININO;PROPRIA;;34/36/38/40/42/44/46/48;;2026-02-18
334071;41197;VERÃO;2027;SS27;334071;334071 - BODY DECOTE PROFUNDO PAETÊ;;TOP;BODY;EGREY;FEMININO;PROPRIA;;34/36/38/40/42/44/46/48;;2026-02-18
334042;41207;VERÃO;2027;SS27;334042;334042 - BODY DECOTE QUADRADO TRICOT;;TOP;BODY;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2026-02-19
311184;11865;VERÃO;;;311184AZU;311184 - BODY DECOTE V VERÃO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
329045;850;INVERNO;;;329045;329045 - BODY EM TRICOLINE;;TOP;FEMININO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2024-10-15
313021;10839;VERÃO;;;313021;313021 - BODY ENCONTROS ALCINHA;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
338001;41238;INVERNO;2027;AW27;338001;338001 - BODY FAIXA TRICOT;;TOP;BODY;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2026-02-23
314024OFF;1108;;;;314024OFF;314024OFF - BODY FRANZIDO;;;;;;;;PP/P/M/G/GG;;2024-10-19
314024;11867;VERÃO;;;314024MOS;314024 - BODY FRANZIDO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
321011;11547;VERÃO;;;321011;321011 - BODY FRANZIDO BOTÕES;;TOP;FEMININO;EGREY;FEMININO;;;34/36/38/40/42/44/46/48;;2024-10-21
330023;21303;VERÃO;;;330023;330023 - BODY FRENTE ÚNICA TRICOT;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2025-03-12
315014;10030;VERÃO;;;315014PRE;315014 - BODY GOTA FRANZIDO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
