codigo;interno;colecao;subcolecao;sigla;referencia;descricao;tipo;grupo;departamento;marca;divisao;categoria;status;grade;fornecedor;cadastro
00170;137;INVERNO;2010;AW10;E0001;00170 - CARDIGAN AXL;;;;INDEFINIDO - INDEFINIDO;;;;4;;2010-09-15
TE000035;879;VERÃO;2011;SS11;TE000035;TE000035 - CARDIGAN AZULEJO;;;FEMININO;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-08-24
301025;1467;VERÃO;;;;301025 - CARDIGAN BIRKIN;;OUTERWEAR;CARDIGAN;;FEMININO;;;PP/P/M/G/GG;BONDUKI LINHAS. FIOS E CONF. LTDA.;2012-05-10
301063;1543;VERÃO;;;;301063 - CARDIGAN BLEU;;OUTERWEAR;CARDIGAN;;FEMININO;;;PP/P/M/G/GG;MINAS LÃ COMÉRCIO DE FIOS LTDA.;2012-05-10
TE000022;533;VERÃO;2011;SS11;TE000022;TE000022 - CARDIGAN BOCA;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-04-26
A L´AVANCE02;1795;INVERNO;;;A L´AVANCE02;A L´AVANCE02 - CARDIGAN BOLSO COURO;;OUTERWEAR;CARDIGAN;A.L´AVANCE;FEMININO;;;PP/P/M/G/GG;;2012-10-02
00424;531;VERÃO;2011;SS11;;00424 - CARDIGAN BOTÃO ATRÁS;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-04-26
314003CIN;1106;;;;314003CIN;314003CIN - CARDIGAN BOTõES CASHMERE;;;;;;;;PP/P/M/G/GG;;2024-10-19
PN00011;617;INVERNO;;;PJE01-130-11;PN00011 - CARDIGAN BRITÂNIA;;OUTERWEAR;CARDIGAN;PRETORIAN;MASCULINO;;;PP/P/M/G/GG;;2011-05-30
00196;171;INVERNO;;;;00196 - CARDIGAN BÁSICO COM LUREX;;INTEIROS;VESTIDO;THELURE;FEMININO;;;PP/P/M/G/GG;;2010-09-30
00103;71;INDEF - INDEFINIDO;2010;;;00103 - CARDIGAN BÁSICO JEE;;;;;;;;UNICA;;2010-07-19
00050;59;VERÃO;2010;SS10;;00050 - CARDIGAN BÁSICO LEELOO;;;;;;;;PP/P/M/G/GG;;2010-07-14
00083;162;INVERNO;2010;AW10;;00083 - CARDIGAN BÁSICO LINHA PURA;;;;;;;;GRADE P M GG;;2010-07-07
00047;55;INVERNO;2010;AW10;;00047 - CARDIGAN BÁSICO RESERVA;;;;;;;;GRADE P M GG;;2010-07-13
216026;890;INVERNO;;;216026;216026 - CARDIGAN CANELADO TRICOT;;OUTERWEAR;MASCULINO;EGREY;MASCULINO;;;PP/P/M/G/GG;;2024-10-15
TE000010;519;VERÃO;2011;SS11;;TE000010 - CARDIGAN CASA BLANCA;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-04-26
326047;634;INVERNO;;;326047;326047 - CARDIGAN CASHMERE;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-15
324002;12144;INVERNO;;;324002;324002 - CARDIGAN CASHMERE BICOLOR;;OUTERWEAR;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
AM0001;883;VERÃO;2011;SS11;AM0001;AM0001 - CARDIGAN CAVEIRA;;;FEMININO;ANGELA MOTTA;FEMININO;;;GRADE P M GG;;2011-08-31
120007;22076;PERENE;;;120007;120007 - CARDIGAN CLÁSSICO TRICOT ALGODÃO;;OUTERWEAR;CARDIGAN;;;;;PP/P/M/G/GG;;2025-10-22
00057;86;VERÃO;2010;SS10;002883;00057 - CARDIGAN COM CAPUZ TRICOT;;;;RESERVA;;;;GRADE P M GG;;2010-06-10
PJE0113-1037-002;1769;INVERNO;;;PJE0113-1037-002;PJE0113-1037-002 - CARDIGAN COTOVELEIRA;;TOP;TOP;PRETORIAN;MASCULINO;;;PP/P/M/G/GG;;2012-09-26
00100;190;INDEF - INDEFINIDO;2010;;;00100 - CARDIGAN CROCHÊ;;;;;;;;UNICA;;2010-07-08
321056;11561;VERÃO;;;321056PRE;321056 - CARDIGAN CROPPED CANELADO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
00260;249;INVERNO;;;06;00260 - CARDIGAN CURTO C/ ZIPER;;TOP;TOP;MANDI;FEMININO;;;PP/P/M/G/GG;;2010-11-08
00102;194;INDEF - INDEFINIDO;2010;;;00102 - CARDIGAN CURTO CACHECOL;;;;;;;;GRADE P M GG;;2010-07-08
00228;209;INVERNO;;;181010;00228 - CARDIGAN CURTO LISTRA;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2010-10-18
00069;134;VERÃO;2010;SS10;5CD0001;00069 - CARDIGAN DE TRICOT COM TACHAS;;;;KOSII;;;;PP/P/M/G/GG;COSTUREIRA PAULA;2010-07-06
313004;10700;VERÃO;;;313004AMA;313004 - CARDIGAN DE TRICô;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
301042;1501;VERÃO;;;;301042 - CARDIGAN DELON;;OUTERWEAR;CARDIGAN;;FEMININO;;;PP/P/M/G/GG;BONDUKI LINHAS. FIOS E CONF. LTDA.;2012-05-10
00120;107;VERÃO;2010;SS10;;00120 - CARDIGAN ESTAMPA PINCELADAS;;;;;;;;GRADE P M GG;;2010-07-30
00212;187;INVERNO;2011;AW11;25;00212 - CARDIGAN FLORAL;;;;INDEFINIDO - INDEFINIDO;;;;GRADE P M GG;;2010-10-07
TE000030;835;VERÃO;2011;SS11;TE0000030;TE000030 - CARDIGAN FLOWER;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-08-02
TE000032;865;VERÃO;2011;SS11;;TE000032 - CARDIGAN FLOWER;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-08-17
00035;38;INVERNO;2010;AW10;150023;00035 - CARDIGAN FOLHAS;;;;;;;;GRADE P M GG;;2010-06-02
EYV026;847;VERÃO;2011;SS11;;EYV026 - CARDIGAN FURADO;;OUTERWEAR;CARDIGAN;;FEMININO;;;GRADE P M GG;MINAS LÃ COMÉRCIO DE FIOS LTDA.;2011-08-03
TE000051;963;INVERNO;;;;TE000051 - CARDIGAN GAARA COURO;;;FEMININO;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-10-17
315055;10146;VERÃO;;;315055AZU;315055 - CARDIGAN GALÃO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
00110;85;INDEF - INDEFINIDO;2010;;;00110 - CARDIGAN GALÃO BABADO TWIST;;;;;;;;GRADE P M GG;;2010-07-21
335075;41720;INVERNO;2027;AW27;335075;335075 - CARDIGAN GOLA AMPLA MERINO;;OUTERWEAR;CARDIGAN;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2026-09-02
00033;39;INVERNO;2010;AW10;;00033 - CARDIGAN GOLA PLISSADA LEELOO;;;;;;;;GRADE P M GG;;2010-07-13
TE000023;539;VERÃO;2011;SS11;TE000023;TE000023 - CARDIGAN HEART;;OUTERWEAR;CASACO;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-04-26
00270;271;INVERNO;;;;00270 - CARDIGAN INFANTIL;;OUTERWEAR;CARDIGAN;THELURE;;;;GRADE P M GG;;2010-11-25
JL094;21928;INDEF - INDEFINIDO;;;JL094;JL094 - CARDIGAN J CREW;;OUTERWEAR;CARDIGAN;JULIANA LENZ;FEMININO;PRIVATE LABEL;;PP/P/M/G/GG;;2025-10-10
EY0029;281;INVERNO;;;;EY0029 - CARDIGAN JOPLIN;;OUTERWEAR;CARDIGAN;;FEMININO;;;GRADE P M GG;;2010-12-06
321057;11929;VERÃO;;;321057ROX;321057 - CARDIGAN JUSTO CANELADO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
00013;10;INVERNO;2024;AW24;13009;00013 - CARDIGAN L.A;;;;;;;;PP/P/M/G/GG;;2010-06-02
327016;720;VERÃO;2024;SS24;327016;327016 - CARDIGAN LEVE TRICOT UNISSEX;;INTEIROS;VESTIDO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-15
00612;921;VERÃO;2011;SS11;;00612 - CARDIGAN LINHO;;TOP;TOP;ANGELA MOTTA;FEMININO;;;PP/P/M/G/GG;;2011-09-23
TRIX 001;1279;INVERNO;;;TRIX 001;TRIX 001 - CARDIGAN LISTRADO;;OUTERWEAR;CARDIGAN;TRIX;FEMININO;;;UNICA;;2012-01-24
BL003;21674;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;BL003;BL003 - CARDIGAN LISTRAS;;;;BETINA DE LUCCA;;;;PP/P/M/G/GG;;2025-07-15
00261;251;INVERNO;;;;00261 - CARDIGAN LISTRAS BARRADAS;;TOP;TOP;BRITISH COLONY;MASCULINO;;;GRADE P M GG;;2010-11-08
0008368;1733;INVERNO;;;0008368;0008368 - CARDIGAN LISTRAS LOVE;;OUTERWEAR;CARDIGAN;EVA;FEMININO;;;GRADE P M GG;;2012-09-05
321048;11633;VERÃO;;;321048;321048 - CARDIGAN LONGO ALGODÃO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
00005;9;INVERNO;2010;AW10;;00005 - CARDIGAN LONGO BABADO;;;;;;;;GRADE P M GG;;2010-07-12
00036;41;INDEF - INDEFINIDO;2010;;;00036 - CARDIGAN LONGO BABADO ACRÍLICO;;;;;;;;GRADE P M GG;;2010-07-13
00229;211;INVERNO;;;1810101;00229 - CARDIGAN LONGO LISTRA;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2010-10-18
323053;12113;INVERNO;;;323053;323053 - CARDIGAN LONGO TRICOT GOLA XALE;;OUTERWEAR;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
330078;21442;VERÃO;;;330078;330078 - CARDIGAN MANGA 7/8 TWIN7 TRICOT;;TOP;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2025-04-14
00007;13;;2010;;;00007 - CARDIGAN MASC. GALÃO CINZA E PRETO;;;;;;;;UNICA;;2010-07-12
00089;174;INVERNO;2010;AW10;;00089 - CARDIGAN MASC. LISTRAS GOLA SERGIO K;;;;;;;;GRADE P M GG;;2010-07-08
EYV016;763;VERÃO;2011;SS11;;EYV016 - CARDIGAN MASTER;;OUTERWEAR;CARDIGAN;;FEMININO;;;GRADE P M GG;SCALINA S.A;2011-07-13
TE000040;941;INVERNO;;;;TE000040 - CARDIGAN MISSONI;;TOP;TOP;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-10-14
TE000037;935;INVERNO;;;;TE000037 - CARDIGAN NERVURA;;OUTERWEAR;CASACO;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-10-14
TE000049;959;INVERNO;;;;TE000049 - CARDIGAN NERVURA RAYON;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-10-17
TE000033;873;VERÃO;2011;SS11;;TE000033 - CARDIGAN NOVEMBER;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-08-19
TE000034;875;VERÃO;2011;SS11;;TE000034 - CARDIGAN OCTOBER;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-08-19
00051;57;;2010;;;00051 - CARDIGAN ONCINHA PAULA;;;;;;;;GRADE P M GG;;2010-07-13
TA00001;443;INVERNO;;;;TA00001 - CARDIGAN ONÇA;;;;TECA;;;;PP/P/M/G/GG;;2011-01-21
TE000019;505;INVERNO;;;TE000019;TE000019 - CARDIGAN ONÇA;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-03-31
00045;53;VERÃO;2010;SS10;27019;00045 - CARDIGAN OVER RAYON;;;;;;;;GRADE P M GG;BONDUKI LINHAS. FIOS E CONF. LTDA.;2010-07-13
00284;301;INVERNO;;;;00284 - CARDIGAN PAETE;;TOP;TOP;LINHA PURA;FEMININO;;;PP/P/M/G/GG;;2010-12-07
AM0003;887;VERÃO;2011;SS11;AM0003;AM0003 - CARDIGAN PAETE;;;FEMININO;ANGELA MOTTA;FEMININO;;;GRADE P M GG;;2011-08-31
TE000024;663;VERÃO;2011;SS11;TE000024;TE000024 - CARDIGAN PASSAROS;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-06-09
TE000058;977;INVERNO;;;;TE000058 - CARDIGAN RABBIT;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-10-17
TE000014;657;VERÃO;2011;SS11;TE000014;TE000014 - CARDIGAN RENDA;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-06-07
EYV017;821;VERÃO;2011;SS11;;EYV017 - CARDIGAN RENDA;;OUTERWEAR;CARDIGAN;;FEMININO;;;GRADE P M GG;SCALINA S.A;2011-07-25
AM0002;885;VERÃO;2011;SS11;AM0002;AM0002 - CARDIGAN RENDA;;;FEMININO;ANGELA MOTTA;FEMININO;;;GRADE P M GG;;2011-08-31
301006;1427;VERÃO;;;;301006 - CARDIGAN RIVIERA;;OUTERWEAR;CARDIGAN;;FEMININO;;;PP/P/M/G/GG;SCALINA S.A;2012-05-08
332068;21800;INVERNO;2026;AW26;332068;332068 - CARDIGAN RO TRICOT;;OUTERWEAR;CARDIGAN;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2025-09-16
301047;1511;VERÃO;;;;301047 - CARDIGAN RONET;;OUTERWEAR;CARDIGAN;;FEMININO;;;PP/P/M/G/GG;MINAS LÃ COMÉRCIO DE FIOS LTDA.;2012-05-10
TE000013;647;VERÃO;2011;SS11;TE000013;TE000013 - CARDIGAN SAFI;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-06-02
302009;1825;INVERNO;;;302009;302009 - CARDIGAN SOVIETE;;OUTERWEAR;CARDIGAN;EGREY;FEMININO;;;PP/P/M/G/GG;;2012-10-12
301048;1513;VERÃO;;;;301048 - CARDIGAN ST.TROPEZ;;OUTERWEAR;CARDIGAN;;FEMININO;;;PP/P/M/G/GG;SCALINA S.A;2012-05-10
TE000047;955;INVERNO;;;;TE000047 - CARDIGAN TACHINHAS;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-10-17
219027;21830;INVERNO;2026;AW26;219027;219027 - CARDIGAN TELA TRICOT;;OUTERWEAR;CARDIGAN;EGREY;MASCULINO;PROPRIA;;PP/P/M/G/GG;;2025-09-18
TE000067;1673;VERÃO;;;TE000067;TE000067 - CARDIGAN TOMATO;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2012-07-16
00287;307;INVERNO;;;;00287 - CARDIGAN TRANCOSO;;OUTERWEAR;CARDIGAN;BOBÔ;FEMININO;;;PP/P/M/G/GG;;2010-12-07
0006176;1037;INVERNO;;;0006176;0006176 - CARDIGAN TRICOT;;;FEMININO;RESERVA;FEMININO;;;PP/P/M/G/GG;;2011-10-27
219071;21871;INVERNO;2026;AW26;219071;219071 - CARDIGAN TRICOT;;OUTERWEAR;CARDIGAN;EGREY;MASCULINO;PROPRIA;;PP/P/M/G/GG;;2025-09-19
319034;11111;VERÃO;;;319034VER;319034 - CARDIGAN TRICOT ALGODÃO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
207006;11178;VERÃO;;;207006MAR;207006 - CARDIGAN TRICOT ALGODÃO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
219028;21831;INVERNO;2026;AW26;219028;219028 - CARDIGAN TRICOT ALGODÃO;;OUTERWEAR;CARDIGAN;EGREY;MASCULINO;PROPRIA;;PP/P/M/G/GG;;2025-09-18
-00241;231;INVERNO;;;;-00241 - CARDIGAN TRICOT BICOLOR;;;FEMININO;RESERVA;FEMININO;;;GRADE P M GG;;2010-11-03
325077;12331;VERÃO;;;325077;325077 - CARDIGAN TRICOT CANELADO;;OUTERWEAR;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
4424;771;VERÃO;2011;SS11;4424;4424 - CARDIGAN TRICOT DEGRADEE BICOLOR;;OUTERWEAR;CARDIGAN;RESERVA;MASCULINO;;;PP/P/M/G/GG;;2011-07-18
0000616;1025;INVERNO;;;0000616;0000616 - CARDIGAN TRICOT LISTRADO BE COOL;;TOP;TOP;RESERVA;MASCULINO;;;PP/P/M/G/GG;;2011-10-27
4510;513;VERÃO;2012;SS12;4510;4510 - CARDIGAN TRICOT LISTRADO DUO;;;MASCULINO;RESERVA;MASCULINO;;;PP/P/M/G/GG;;2011-04-12
326015;12518;INVERNO;;;326015;326015 - CARDIGAN TRICOT LÃ;;OUTERWEAR;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
209009;11627;VERÃO;;;209009;209009 - CARDIGAN TRICOT PEROLA ALGODÃO;;TOP;MASCULINO;EGREY;MASCULINO;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
332014;21755;INVERNO;2026;AW26;332014;332014 - CARDIGAN TRICOT STITCH;;OUTERWEAR;CARDIGAN;EGREY;FEMININO;PROPRIA;;PP/P/M/G/GG;;2025-09-16
324000;12087;INVERNO;;;324000;324000 - CARDIGAN TRICOT XADREZ BORDADO;;OUTERWEAR;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-21
00131;129;VERÃO;2010;SS10;;00131 - CARDIGAN W MARINHEIRO;;;;;;;;PP/P/M/G/GG;;2010-09-09
00087;170;INVERNO;2010;AW10;;00087 - CARDIGAN WOLNER TIE DIE;;;;;;;;GRADE P M GG;;2010-07-08
TE000025;753;VERÃO;2011;SS11;TE000025;TE000025 - CARDIGAN ZIRI;;OUTERWEAR;CARDIGAN;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-07-11
314003;10475;VERÃO;;;314003VER;314003 - CARDIGÃ BOTõES CASHMERE;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
EY0023;401;INVERNO;;;;EY0023 - CARDIGÃ BUZIOS;;OUTERWEAR;CARDIGAN;;FEMININO;;;GRADE P M GG;MINAS LÃ COMÉRCIO DE FIOS LTDA.;2011-01-13
315194;10243;VERÃO;;;315194AZU;315194 - CARDIGÃ FAIXA BOLSO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
EY0030;279;INVERNO;;;0000002;EY0030 - CARDIGÃ JOPLIN LISTRAS;;OUTERWEAR;CARDIGAN;;FEMININO;;;GRADE P M GG;;2010-12-06
EY0012;377;INVERNO;;;;EY0012 - CARDIGÃ LONGO;;OUTERWEAR;CARDIGAN;;FEMININO;;;GRADE P M GG;MINAS LÃ COMÉRCIO DE FIOS LTDA.;2011-01-13
317008;11023;VERÃO;;;317008MOS;317008 - CARDIGÃ LONGO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
302028;1821;INVERNO;;;302028;302028 - CARDIGÃ ROMANOV;;OUTERWEAR;CARDIGAN;EGREY;FEMININO;;;GRADE P M GG;;2012-10-12
317010;10413;VERÃO;;;317010AZU;317010 - CARDIGÃ TWINSET;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
798477;21132;INDEF - INDEFINIDO;INDEF - INDEFINIDO;;;798477 - CARTUCHO HP 664XL COLORIDO F6V30AB HP CX 1 UN;;;;INDEFINIDO - INDEFINIDO;;;;UNICA;;2024-12-11
BL004;21926;INDEF - INDEFINIDO;;;BL004;BL004 - CASACO;;OUTERWEAR;CASACO;BETINA DE LUCCA;FEMININO;PRIVATE LABEL;;PP/P/M/G/GG;;2025-10-10
310238;10877;VERÃO;;;310238CAM;310238 - CASACO ABERTO CASHMERE;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
RPIN073;1055;INVERNO;;;;RPIN073 - CASACO ALVEOLOS;;OUTERWEAR;CASACO;ROSA PREGUIÇOSA;FEMININO;;;PP/P/M/G/GG;;2011-11-08
00438;553;VERÃO;2011;SS11;;00438 - CASACO BABADO SEDA;;OUTERWEAR;CASACO;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-04-26
00209;183;INVERNO;2011;AW11;02;00209 - CASACO BABY;;;;TECA;;;;PP/P/M/G/GG;;2010-10-07
00210;185;INVERNO;2011;AW11;03;00210 - CASACO BABY COSTAS;;;;TECA;;;;PP/P/M/G/GG;;2010-10-07
MADRIH 001;1287;INVERNO;;;MADRHI 001;MADRIH 001 - CASACO BELA;;OUTERWEAR;CASACO;MADRIH;FEMININO;;;34 AO 44;;2012-01-30
00256;243;INVERNO;;;;00256 - CASACO BELCRYL;;OUTERWEAR;CASACO;KOSII;FEMININO;;;GRADE P M GG;;2010-11-05
329017;294;INVERNO;;;329017;329017 - CASACO BOUCLE TRICOT;;;;EGREY;;;INDEFINIDO;PP/P/M/G/GG;;2024-10-14
PJE01112-1037-005;1367;INVERNO;;;PJE01112-1037-005;PJE01112-1037-005 - CASACO BRITANIA;;OUTERWEAR;CASACO;PRETORIAN;;;;PP/P/M/G/GG;;2012-03-01
EYV008;699;VERÃO;2011;SS11;;EYV008 - CASACO CHANEL;;OUTERWEAR;CARDIGAN;;FEMININO;;;GRADE P M GG;;2011-06-14
TX001;1365;INVERNO;;;TX001;TX001 - CASACO CHANEL;;OUTERWEAR;CASACO;TRIX;;;;PP/P/M/G/GG;;2012-03-01
EYV009;737;VERÃO;2011;SS11;;EYV009 - CASACO CHANEL MEDIEVAL;;OUTERWEAR;CASACO;;FEMININO;;;GRADE P M GG;MINAS LÃ COMÉRCIO DE FIOS LTDA.;2011-06-22
00426;535;VERÃO;2011;SS11;;00426 - CASACO CORAÇÃO;;TOP;TOP;THELURE;FEMININO;;;PP/P/M/G/GG;;2011-04-26
0008370;1737;INVERNO;;;0008370;0008370 - CASACO CORSELET LUREX;;OUTERWEAR;CASACO;EVA;FEMININO;;;GRADE P M GG;;2012-09-05
LO000001;451;INVERNO;;;;LO000001 - CASACO CRISTAL LUREX;;OUTERWEAR;CARDIGAN;LEELOO;FEMININO;;;GRADE P M GG;;2011-01-31
219066;21851;INVERNO;2026;AW26;219066;219066 - CASACO DE LÃ;;OUTERWEAR;CASACO;EGREY;MASCULINO;PROPRIA;;34/36/38/40/42/44/46/48;;2025-09-19
219049;21850;INVERNO;2026;AW26;219049;219049 - CASACO DE LÃ ESPINHA;;OUTERWEAR;CASACO;EGREY;MASCULINO;PROPRIA;;34/36/38/40/42/44/46/48;;2025-09-19
332026;21767;INVERNO;2026;AW26;332026;332026 - CASACO DETALHES COTELE;;OUTERWEAR;CASACO;EGREY;FEMININO;PROPRIA;;34/36/38/40/42/44/46/48;;2025-09-16
00174;157;INVERNO;2011;AW11;MF11J04CR088;00174 - CASACO GATINHOS;;;;;;;;GRADE P M GG;;2010-09-27
00221;467;INVERNO;;;;00221 - CASACO GATINHOS;;OUTERWEAR;CARDIGAN;MANDI;FEMININO;;;PP/P/M/G/GG;;2011-02-18
329008;280;INVERNO;;;329008;329008 - CASACO GOLA AMPLA TRICOT;;OUTERWEAR;FEMININO;EGREY;FEMININO;;;PP/P/M/G/GG;;2024-10-14
0008365;1727;INVERNO;;;0008365;0008365 - CASACO GOLA ROLE TULE;;;FEMININO;EVA;FEMININO;;;GRADE P M GG;;2012-09-05
319083;11221;VERÃO;;;319083MAR;319083 - CASACO HELENA TRICOT;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
00008;6;INVERNO;2010;AW10;12007;00008 - CASACO JACKIE BRICK;;;;;;;;PP/P/M/G/GG;;2010-06-02
301075;1585;VERÃO;;;;301075 - CASACO JEAN;;OUTERWEAR;CASACO;;FEMININO;;;PP/P/M/G/GG;BONDUKI LINHAS. FIOS E CONF. LTDA.;2012-05-13
314041OFF;1110;;;;314041OFF;314041OFF - CASACO JOHANNA;;;;;;;;PP/P/M/G/GG;;2024-10-19
314041;10527;VERÃO;;;314041PRE;314041 - CASACO JOHANNA;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
000822;1211;ALTO INVERNO;;;LY 001;000822 - CASACO LANVIN LENNY;;OUTERWEAR;CASACO;;FEMININO;;;PP/P/M/G/GG;;2012-01-03
0008369 A;1735;INVERNO;;;0008369 A;0008369 A - CASACO LISTRAS LUREX A;;OUTERWEAR;CASACO;EVA;FEMININO;;;GRADE P M GG;;2012-09-05
0008369 B;1739;INVERNO;;;0008369 B;0008369 B - CASACO LISTRAS LUREX B;;OUTERWEAR;CASACO;EVA;FEMININO;;;GRADE P M GG;;2012-09-05
17.06.0002;817;VERÃO;2011;SS11;17.06.0002;17.06.0002 - CASACO LONGO BEACH PONTO BOLINHA;;OUTERWEAR;CARDIGAN;LEELOO;FEMININO;;;GRADE P M GG;;2011-07-25
319033;11189;VERÃO;;;319033CRU;319033 - CASACO LONGO LÃ;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
310196;11931;VERÃO;;;310196PRE;310196 - CASACO MANGA AMARRAÇÃO;;;CAMISA;;;;;34 AO 48;;2024-10-21
300082;1335;INVERNO;;;;300082 - CASACO MELLER FLENDAX;;OUTERWEAR;CASACO;;FEMININO;;;GRADE P M GG;QUÉFIO INDÚSTRIA E COMÉRCIO LTDA.;2012-02-14
205019;10397;VERÃO;;;205019MAR;205019 - CASACO MILITAR;;;CAMISA;;;;;PP/P/M/G/GG;;2024-10-21
320067;11405;VERÃO;;;320067TUR;320067 - CASACO MULTICOLOR TRICOT;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
EYV002;653;VERÃO;2011;SS11;;EYV002 - CASACO NERVURA;;OUTERWEAR;CASACO;;FEMININO;;;GRADE P M GG;MINAS LÃ COMÉRCIO DE FIOS LTDA.;2011-06-03
CO0015;1065;INVERNO;;;CO0015;CO0015 - CASACO OLIVIA;;OUTERWEAR;CARDIGAN;;FEMININO;;;PP/P/M/G/GG;;2011-11-16
203031;9942;VERÃO;;;203031;203031 - CASACO OSLO;;;CAMISA;;;;;PP/P/M/G/GG/EXG/EGG/EEGG;;2024-10-21
209020;11577;VERÃO;;;209020;209020 - CASACO OVERSIZED;;OUTERWEAR;MASCULINO;EGREY;MASCULINO;;;34/36/38/40/42/44/46/48;;2024-10-21
RPIN065;1053;INVERNO;;;;RPIN065 - CASACO PENEIRA;;OUTERWEAR;CASACO;ROSA PREGUIÇOSA;FEMININO;;;PP/P/M/G/GG;;2011-11-08
MADRIH004;1693;VERÃO;;;MADRIH004;MADRIH004 - CASACO PIM;;OUTERWEAR;CASACO;MADRIH;FEMININO;;;GRADE P M GG;;2012-08-03
00516;665;VERÃO;2012;SS12;;00516 - CASACO RENDA KARIN FELLER;;;;;;;;PP/P/M/G/GG;;2011-06-09
MM21K04CR116;927;INVERNO;;;MANDI;MM21K04CR116 - CASACO RETILINEA;;OUTERWEAR;CASACO;MANDI;MASCULINO;;;PP/P/M/G/GG;;2011-10-10
209022;11591;VERÃO;;;209022;209022 - CASACO SARJA MANTA RECICLADA;;OUTERWEAR;MASCULINO;EGREY;MASCULINO;;;34/36/38/40/42/44/46/48;;2024-10-21
